,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
1032,Graduation,In Relationship,68695.0,3,458,81,356.0,106,50,40,1,4.0,4.0,7,2,0,0,0,0,0,0,0,45.0,985,16.0,0,2,0,162
1033,2n Cycle,In Relationship,31056.0,99,5,10,13.0,3,8,16,1,1.0,0.0,3,8,0,0,0,0,0,0,0,37.0,52,5.0,1,3,0,585
1034,Graduation,In Relationship,79593.0,70,350,60,568.0,110,133,145,1,5.0,6.0,7,2,0,0,1,0,0,0,0,41.0,1256,19.0,0,2,1,-68
1035,Graduation,Single,28071.0,65,39,33,130.0,41,26,44,2,5.0,1.0,5,8,0,0,0,0,0,0,0,34.0,272,13.0,0,1,0,765
1036,PhD,In Relationship,37334.0,44,26,1,16.0,2,2,15,4,3.0,0.0,4,4,0,0,0,0,0,0,0,56.0,60,11.0,2,4,0,240
1037,Master,Single,46423.0,6,68,0,16.0,0,0,8,3,2.0,0.0,4,7,0,0,0,0,0,0,0,42.0,92,9.0,2,3,0,439
1038,PhD,In Relationship,37126.0,9,45,3,9.0,4,4,7,1,1.0,2.0,2,6,1,0,0,0,0,0,1,43.0,68,6.0,1,3,2,243
1039,Graduation,In Relationship,47703.0,95,359,0,134.0,13,26,123,4,6.0,3.0,8,5,0,0,0,0,0,0,0,61.0,642,21.0,1,3,0,462
1040,Graduation,In Relationship,61180.0,70,403,24,29.0,6,24,218,2,5.0,5.0,6,3,1,0,0,0,0,0,0,55.0,698,18.0,1,3,1,158
1041,Graduation,In Relationship,38998.0,92,34,1,14.0,0,0,5,3,2.0,0.0,3,8,0,0,0,0,0,1,0,60.0,54,8.0,2,4,0,909
1042,Graduation,Single,8028.0,62,73,18,66.0,7,12,2,15,0.0,1.0,0,19,0,0,0,0,0,0,0,23.0,171,16.0,0,1,0,748
1043,Graduation,In Relationship,76081.0,85,292,30,415.0,63,33,200,1,4.0,5.0,4,2,0,0,0,1,0,0,0,52.0,970,14.0,0,2,1,113
1044,Graduation,In Relationship,34728.0,2,14,0,16.0,0,0,6,1,1.0,1.0,2,6,0,0,0,0,0,0,1,28.0,36,5.0,1,3,1,493
1045,Master,Single,33168.0,0,80,1,37.0,0,1,3,3,2.0,1.0,4,7,0,0,0,0,0,0,0,49.0,122,10.0,1,2,0,785
1046,Master,In Relationship,33585.0,91,30,11,33.0,13,6,29,1,2.0,0.0,4,4,0,0,0,0,0,0,0,48.0,109,7.0,1,3,0,347
1047,PhD,In Relationship,77037.0,3,463,96,333.0,168,53,10,1,7.0,7.0,12,3,0,0,0,0,0,0,0,54.0,955,27.0,1,3,0,417
1048,Graduation,In Relationship,35196.0,68,75,12,141.0,43,39,187,6,6.0,1.0,5,8,0,0,0,0,0,0,1,30.0,454,18.0,1,3,1,686
1049,Graduation,In Relationship,44529.0,98,538,13,91.0,17,6,26,6,6.0,2.0,11,5,0,1,0,0,0,0,0,48.0,674,25.0,1,3,1,481
1050,2n Cycle,In Relationship,70924.0,41,635,114,254.0,132,152,76,1,6.0,6.0,7,3,0,0,1,0,0,0,0,49.0,1231,20.0,0,2,1,115
1051,PhD,In Relationship,28764.0,16,8,0,3.0,0,0,1,1,1.0,0.0,2,8,1,0,0,0,0,0,0,48.0,12,4.0,2,4,1,199
1052,PhD,In Relationship,69098.0,82,1315,22,780.0,145,0,178,1,7.0,8.0,9,5,0,0,0,0,0,0,0,65.0,2295,25.0,0,2,0,577
1053,2n Cycle,Single,25959.0,1,4,2,12.0,7,5,26,2,1.0,2.0,2,6,0,0,0,0,0,0,1,44.0,49,7.0,2,3,1,660
1054,Master,In Relationship,27100.0,64,12,0,13.0,2,0,10,1,1.0,0.0,3,7,0,0,0,0,0,0,0,31.0,35,5.0,1,3,0,518
1055,Graduation,Single,70596.0,68,347,44,534.0,17,0,26,1,3.0,5.0,12,2,0,0,0,0,0,0,0,29.0,951,21.0,0,1,0,873
1056,Graduation,In Relationship,42557.0,98,192,5,53.0,0,5,15,4,6.0,1.0,4,8,0,0,0,0,0,0,0,40.0,270,15.0,1,3,0,732
1057,PhD,In Relationship,53312.0,32,241,0,12.0,0,0,25,1,5.0,1.0,5,7,0,0,0,0,0,0,0,63.0,278,12.0,0,2,0,423
1058,Graduation,Single,72228.0,87,631,28,491.0,30,14,56,1,6.0,7.0,8,3,0,0,0,0,0,0,0,62.0,1220,22.0,0,1,0,653
1059,Graduation,In Relationship,67605.0,84,336,28,282.0,184,54,54,1,2.0,8.0,6,1,0,0,0,0,0,0,0,27.0,754,17.0,0,2,0,532
1060,Master,In Relationship,62845.0,3,1099,0,45.0,0,0,34,11,3.0,4.0,10,8,0,1,0,0,0,0,0,65.0,1178,28.0,2,4,1,1059
1061,Graduation,In Relationship,65196.0,34,743,19,181.0,12,0,200,2,7.0,6.0,11,5,1,0,0,0,0,0,0,56.0,1143,26.0,2,4,1,466
1062,PhD,Single,42000.0,23,124,83,267.0,85,59,35,2,5.0,2.0,11,5,0,0,0,0,0,0,1,27.0,568,20.0,0,1,1,409
1063,PhD,Single,35860.0,37,15,0,8.0,4,2,20,2,1.0,1.0,2,5,1,0,0,0,0,0,0,41.0,45,6.0,2,3,1,165
1064,PhD,In Relationship,65526.0,22,397,19,69.0,12,0,9,1,4.0,4.0,8,2,0,0,0,0,0,0,0,50.0,494,17.0,1,3,0,11
1065,Graduation,In Relationship,16860.0,19,10,4,4.0,3,3,14,3,1.0,1.0,3,7,0,0,0,0,0,0,0,53.0,35,8.0,2,4,0,709
1066,Graduation,Single,83528.0,7,530,117,678.0,134,44,147,1,4.0,10.0,8,1,1,0,0,1,0,0,1,22.0,1516,23.0,0,1,3,329
1067,2n Cycle,Single,64176.0,52,1215,33,249.0,64,116,149,8,8.0,9.0,8,6,0,0,0,0,0,0,0,49.0,1762,33.0,1,2,0,952
1068,Graduation,Single,22304.0,91,3,2,7.0,0,4,2,1,1.0,0.0,2,8,0,0,0,0,0,0,0,58.0,18,4.0,0,1,0,882
1069,Graduation,In Relationship,67023.0,93,444,44,382.0,11,8,17,1,3.0,7.0,13,2,0,0,0,0,0,1,0,36.0,895,24.0,0,2,0,155
1070,PhD,In Relationship,32892.0,78,26,0,15.0,2,1,2,2,3.0,0.0,3,8,0,0,0,0,0,0,0,43.0,44,8.0,1,3,0,118
1071,Graduation,In Relationship,70713.0,23,736,114,279.0,82,76,190,6,5.0,6.0,8,3,0,0,0,0,0,0,0,48.0,1395,25.0,1,3,0,977
1072,Graduation,In Relationship,59925.0,83,473,21,176.0,19,21,56,3,9.0,2.0,9,6,0,0,0,0,0,0,0,59.0,747,23.0,1,3,0,654
1073,Graduation,In Relationship,39722.0,92,32,0,5.0,2,0,8,2,2.0,0.0,3,5,0,0,0,0,0,0,0,61.0,45,7.0,1,3,0,194
1074,Graduation,In Relationship,46610.0,4,288,10,30.0,4,10,125,1,6.0,1.0,6,6,0,0,0,0,0,0,0,56.0,463,14.0,0,2,0,503
1075,Graduation,In Relationship,88347.0,32,1050,178,555.0,77,138,118,1,4.0,7.0,9,1,0,0,0,1,0,0,0,53.0,2039,21.0,0,2,1,608
1076,PhD,In Relationship,87171.0,27,1001,44,107.0,58,44,44,1,6.0,7.0,11,2,1,0,1,0,0,0,0,33.0,1240,25.0,0,2,2,674
1077,2n Cycle,In Relationship,26907.0,10,9,1,7.0,0,3,2,2,1.0,0.0,3,7,0,0,0,0,0,0,0,38.0,22,6.0,2,4,0,464
1078,Master,Single,50014.0,9,234,14,77.0,19,10,42,2,4.0,1.0,8,5,0,0,0,0,0,0,0,46.0,377,15.0,1,2,0,310
1079,PhD,In Relationship,41014.0,65,7,2,6.0,2,0,3,1,1.0,0.0,2,7,0,0,0,0,0,0,0,36.0,18,4.0,1,3,0,529
1080,Graduation,Single,66294.0,68,251,108,334.0,65,92,117,1,4.0,3.0,5,2,0,0,0,0,0,0,0,49.0,902,13.0,0,1,0,197
1081,Graduation,In Relationship,36715.0,16,172,10,125.0,21,13,16,6,7.0,2.0,4,9,0,0,0,0,0,0,1,43.0,336,19.0,1,3,1,734
1082,Graduation,In Relationship,79456.0,12,565,42,548.0,64,83,99,1,5.0,6.0,4,3,0,0,0,0,0,0,1,58.0,1337,16.0,0,2,1,825
1083,Graduation,In Relationship,40479.0,95,5,0,8.0,2,0,0,1,0.0,0.0,3,4,0,0,0,0,0,0,0,32.0,13,4.0,1,3,0,382
1084,Master,Single,75345.0,16,918,57,842.0,99,38,133,1,5.0,8.0,6,3,0,0,0,1,0,0,1,44.0,1988,20.0,0,1,2,657
1085,Graduation,In Relationship,54233.0,46,652,8,158.0,21,0,142,4,11.0,6.0,5,8,0,0,0,0,0,0,0,37.0,960,26.0,1,3,0,568
1086,Graduation,Single,24163.0,3,4,1,7.0,2,1,2,2,1.0,0.0,3,4,0,0,0,0,0,0,0,44.0,15,6.0,2,3,0,359
1087,PhD,In Relationship,84460.0,80,152,27,103.0,106,54,81,0,9.0,9.0,4,5,0,1,1,1,1,0,1,56.0,417,22.0,0,2,5,535
1088,Graduation,In Relationship,43776.0,77,8,0,9.0,2,1,3,1,1.0,0.0,2,6,0,0,0,0,0,0,0,31.0,21,4.0,1,3,0,200
1089,PhD,Single,71691.0,0,336,130,411.0,240,32,43,1,4.0,7.0,5,2,0,0,0,0,0,0,1,56.0,952,17.0,0,1,1,265
1090,PhD,In Relationship,85844.0,62,938,19,843.0,25,95,38,1,6.0,6.0,7,2,0,0,1,0,0,0,0,41.0,1933,20.0,0,2,1,130
1091,PhD,Single,39190.0,91,68,8,18.0,19,8,12,2,2.0,1.0,4,5,0,0,0,0,0,0,0,40.0,114,9.0,1,2,0,134
1092,Graduation,In Relationship,71367.0,24,227,23,389.0,42,21,75,1,4.0,5.0,7,2,0,0,0,0,0,0,0,55.0,735,17.0,0,2,0,447
1093,PhD,Single,38578.0,2,38,4,22.0,3,3,3,3,3.0,0.0,3,8,0,0,0,0,0,0,0,42.0,70,9.0,2,3,0,531
1094,PhD,In Relationship,57236.0,22,105,0,9.0,2,1,4,3,2.0,1.0,4,3,0,0,0,0,0,0,0,49.0,119,10.0,2,4,0,-18
1095,Graduation,Single,61825.0,56,162,50,100.0,55,30,27,1,4.0,2.0,8,4,0,0,0,0,0,0,0,35.0,369,15.0,1,2,0,461
1096,Graduation,Single,79803.0,54,574,8,216.0,21,16,33,1,4.0,3.0,5,1,0,0,0,0,0,0,0,56.0,847,13.0,1,2,0,250
1097,2n Cycle,Single,80910.0,71,160,80,369.0,67,39,41,1,3.0,3.0,8,1,0,0,0,0,0,0,0,28.0,689,15.0,0,1,0,696
1098,Master,In Relationship,27590.0,38,6,0,5.0,0,0,1,1,1.0,0.0,2,7,0,0,0,0,0,0,0,32.0,12,4.0,1,3,0,555
1099,Graduation,In Relationship,56775.0,62,614,35,160.0,58,35,35,2,5.0,8.0,10,5,0,0,0,0,0,0,0,35.0,879,25.0,1,3,0,612
1100,Graduation,Single,83829.0,78,897,161,430.0,186,161,27,0,4.0,7.0,6,1,1,0,1,1,0,0,1,39.0,1676,17.0,0,1,4,406
1101,2n Cycle,In Relationship,54210.0,18,70,54,109.0,80,9,45,2,4.0,1.0,7,5,0,0,0,0,0,0,0,35.0,287,14.0,1,3,0,548
1102,Graduation,In Relationship,38508.0,95,120,19,206.0,25,19,54,6,7.0,2.0,5,8,0,0,0,0,0,0,0,28.0,418,20.0,1,3,0,572
1103,Graduation,In Relationship,53187.0,66,211,2,30.0,7,7,10,2,4.0,1.0,6,5,0,0,0,0,0,0,0,44.0,260,13.0,1,3,0,341
1104,Graduation,In Relationship,30023.0,28,11,0,16.0,7,6,21,1,2.0,0.0,3,8,0,0,0,0,0,0,0,42.0,54,6.0,1,3,0,230
1105,PhD,Single,76045.0,78,760,53,400.0,17,93,0,1,4.0,5.0,11,2,0,0,0,1,0,0,0,54.0,1306,21.0,0,1,1,309
1106,PhD,In Relationship,50870.0,13,53,0,8.0,0,0,2,1,2.0,0.0,3,5,0,0,0,0,0,0,0,62.0,63,6.0,1,3,0,158
1107,2n Cycle,In Relationship,15315.0,27,7,4,13.0,15,8,17,2,2.0,0.0,4,5,0,0,0,0,0,0,0,44.0,49,8.0,0,2,0,612
1108,2n Cycle,In Relationship,65463.0,17,391,32,70.0,21,32,16,2,6.0,2.0,9,5,0,1,0,0,0,0,0,40.0,541,19.0,1,3,1,294
1109,Graduation,In Relationship,66480.0,71,199,9,57.0,20,21,6,7,4.0,1.0,7,4,0,0,0,0,0,0,0,49.0,292,19.0,2,4,0,119
1110,Graduation,Single,76773.0,79,516,56,449.0,86,33,16,1,2.0,2.0,11,1,0,0,0,0,0,0,0,60.0,1070,16.0,0,1,0,571
1111,2n Cycle,Single,81698.0,1,709,45,115.0,30,160,45,1,8.0,2.0,5,5,0,0,0,1,0,0,1,31.0,1074,16.0,0,1,2,702
1112,PhD,Single,54466.0,78,12,0,4.0,0,0,0,1,1.0,0.0,2,5,0,0,0,0,0,0,0,41.0,16,4.0,2,3,0,18
1113,Master,Single,98777.0,23,1000,19,711.0,125,115,38,0,4.0,6.0,9,1,0,1,0,0,0,0,0,54.0,1883,19.0,0,1,1,270
1114,PhD,Single,16269.0,75,19,3,18.0,3,1,0,3,3.0,0.0,3,8,0,0,0,0,0,0,0,30.0,41,9.0,1,2,0,389
1115,Graduation,In Relationship,71819.0,70,1224,28,140.0,0,14,168,3,3.0,3.0,5,6,0,1,1,0,0,0,0,43.0,1574,14.0,1,3,2,396
1116,PhD,In Relationship,33569.0,10,16,2,18.0,3,0,24,1,1.0,1.0,2,8,1,0,0,0,0,0,1,31.0,60,5.0,1,3,2,407
1117,Master,In Relationship,36262.0,24,88,39,54.0,64,28,153,1,3.0,5.0,3,6,1,0,0,0,0,0,1,31.0,362,12.0,0,2,2,419
1118,Basic,In Relationship,22634.0,47,2,23,11.0,8,6,46,1,2.0,1.0,2,8,0,0,0,0,0,0,0,48.0,88,6.0,0,2,0,643
1119,2n Cycle,In Relationship,47025.0,98,508,11,59.0,23,5,29,5,11.0,1.0,6,9,0,0,0,0,0,0,0,36.0,612,23.0,1,3,0,265
1120,Graduation,Single,70566.0,4,381,28,215.0,84,28,21,2,6.0,5.0,9,3,0,0,0,0,0,0,0,46.0,673,22.0,1,2,0,541
1121,PhD,In Relationship,31605.0,15,74,0,42.0,2,1,6,2,2.0,1.0,4,7,0,0,0,0,0,0,0,35.0,123,9.0,1,3,0,730
1122,Master,Single,52034.0,67,146,0,93.0,7,13,73,5,4.0,2.0,5,7,0,0,0,0,0,0,0,41.0,325,16.0,2,3,0,502
1123,Graduation,Single,48526.0,32,23,17,23.0,43,20,9,1,2.0,1.0,4,3,0,0,0,0,0,0,0,35.0,92,8.0,1,2,0,316
1124,Graduation,In Relationship,46734.0,40,110,5,137.0,26,23,29,2,6.0,1.0,5,7,0,0,0,0,0,0,0,60.0,304,14.0,1,3,0,709
1125,Graduation,Single,39552.0,54,165,3,147.0,4,24,41,7,6.0,2.0,5,8,0,0,0,0,0,0,1,52.0,380,20.0,2,3,1,665
1126,Graduation,Single,86358.0,78,957,47,494.0,82,47,95,4,5.0,3.0,6,8,0,0,0,0,0,0,0,48.0,1640,18.0,2,3,0,773
1127,Graduation,In Relationship,46931.0,94,41,0,17.0,3,1,16,2,1.0,1.0,3,3,0,0,0,0,0,0,0,37.0,75,7.0,3,5,0,133
1128,Basic,Single,16581.0,51,1,3,4.0,2,3,11,1,0.0,0.0,3,4,0,0,0,0,0,0,0,29.0,22,4.0,0,1,0,320
1129,2n Cycle,Single,63998.0,42,176,29,818.0,0,33,112,1,7.0,6.0,11,4,0,0,0,0,0,0,1,62.0,1168,25.0,0,1,1,310
1130,Master,In Relationship,67381.0,67,815,8,53.0,11,0,70,4,2.0,2.0,9,7,0,1,0,0,0,0,0,63.0,946,17.0,1,3,1,624
1131,Graduation,Single,25930.0,87,6,1,2.0,2,0,4,1,1.0,0.0,2,7,0,0,0,0,0,0,0,47.0,13,4.0,2,3,0,336
1132,Graduation,In Relationship,42693.0,29,8,4,20.0,6,3,16,1,1.0,0.0,3,5,0,0,0,0,0,0,0,36.0,51,5.0,1,3,0,125
1133,Graduation,In Relationship,85606.0,89,717,42,864.0,219,30,84,2,6.0,7.0,9,3,0,0,0,1,0,0,0,38.0,1737,24.0,1,3,1,637
1134,Graduation,Single,72903.0,74,1067,138,750.0,0,19,39,1,7.0,5.0,8,4,0,1,1,1,0,0,1,29.0,2013,21.0,0,1,4,330
1135,2n Cycle,In Relationship,49669.0,97,166,5,107.0,11,8,29,2,5.0,1.0,6,6,0,0,0,0,0,0,0,40.0,315,14.0,1,3,0,100
1136,PhD,In Relationship,36778.0,63,29,4,34.0,2,4,4,3,3.0,0.0,3,9,0,0,0,0,0,0,0,46.0,75,9.0,2,4,0,880
1137,PhD,Single,85696.0,88,714,76,395.0,116,0,12,1,4.0,6.0,9,1,0,0,0,0,0,0,1,52.0,1197,20.0,0,1,1,554
1138,Master,Single,10979.0,34,8,4,10.0,2,2,4,2,3.0,0.0,3,5,0,0,0,0,0,0,0,25.0,28,8.0,0,1,0,165
1139,Graduation,In Relationship,49678.0,81,229,5,56.0,3,2,20,2,6.0,2.0,4,7,0,0,0,0,0,0,0,53.0,312,14.0,1,3,0,592
1140,Master,In Relationship,56129.0,65,320,48,133.0,39,72,48,4,6.0,2.0,10,4,0,0,0,0,0,0,0,61.0,621,22.0,1,3,0,470
1141,Graduation,In Relationship,37155.0,51,23,0,26.0,7,15,3,1,2.0,0.0,4,5,0,0,0,0,0,0,0,25.0,67,7.0,1,3,0,624
1142,2n Cycle,Single,21282.0,76,1,5,8.0,4,8,20,2,2.0,1.0,2,6,0,0,0,0,0,0,0,36.0,42,7.0,1,2,0,-44
1143,PhD,Single,33419.0,76,56,0,12.0,0,0,18,2,2.0,0.0,4,7,0,0,0,0,0,0,0,52.0,86,8.0,1,2,0,401
1144,Graduation,Single,63285.0,84,508,124,249.0,50,38,134,1,6.0,5.0,13,3,0,0,0,0,0,0,0,69.0,1053,25.0,0,1,0,491
1145,Master,In Relationship,21255.0,56,29,0,25.0,2,2,3,4,2.0,1.0,4,4,0,0,0,0,0,0,0,40.0,59,11.0,1,3,0,264
1146,Graduation,In Relationship,42162.0,31,46,7,59.0,2,4,27,2,3.0,1.0,3,6,1,0,0,0,0,0,1,33.0,143,9.0,1,3,2,352
1147,Graduation,In Relationship,54450.0,0,454,0,171.0,8,19,32,12,9.0,2.0,8,8,0,0,0,0,0,0,0,58.0,676,31.0,2,4,0,814
1148,PhD,In Relationship,57744.0,91,350,3,39.0,0,0,19,2,9.0,1.0,4,8,0,0,0,0,0,0,0,60.0,411,16.0,1,3,0,270
1149,Graduation,Single,26576.0,40,10,0,8.0,0,0,9,1,1.0,0.0,2,9,1,0,0,0,0,0,1,28.0,27,4.0,1,2,2,745
1150,PhD,Single,57513.0,59,735,40,183.0,52,20,30,2,9.0,3.0,13,6,0,0,0,0,0,0,0,71.0,1008,27.0,0,1,0,489
1151,Graduation,In Relationship,68142.0,96,897,126,196.0,91,112,37,3,10.0,4.0,7,6,0,0,0,0,0,0,0,50.0,1368,24.0,1,3,0,734
1152,Graduation,In Relationship,7500.0,61,5,2,3.0,3,0,5,1,1.0,0.0,2,8,0,0,0,0,0,0,0,35.0,15,4.0,1,3,0,769
1153,Graduation,In Relationship,83145.0,14,777,35,731.0,39,137,114,1,5.0,9.0,11,2,0,0,1,0,0,0,1,40.0,1794,26.0,0,2,2,792
1154,Master,In Relationship,54197.0,16,162,6,37.0,6,13,13,2,1.0,3.0,6,1,0,0,0,0,0,0,0,54.0,231,12.0,1,3,0,262
1155,PhD,Single,23091.0,98,35,0,11.0,0,0,2,4,2.0,1.0,3,7,0,0,0,0,0,0,0,51.0,48,10.0,2,3,0,95
1156,Graduation,In Relationship,46049.0,11,342,9,112.0,19,14,19,10,5.0,2.0,9,7,0,0,0,0,0,0,1,38.0,496,26.0,2,4,1,493
1157,Graduation,In Relationship,56715.0,52,258,105,239.0,237,172,9,1,7.0,3.0,4,4,0,0,0,0,0,0,0,40.0,783,15.0,0,2,0,887
1158,Graduation,In Relationship,79410.0,19,658,80,483.0,123,13,13,1,3.0,2.0,5,1,0,0,0,0,0,0,0,53.0,1247,11.0,0,2,0,173
1159,Graduation,In Relationship,57304.0,61,356,80,329.0,138,17,106,2,7.0,6.0,10,5,0,0,0,0,0,0,0,63.0,888,25.0,1,3,0,338
1160,Graduation,In Relationship,44375.0,73,213,5,28.0,7,7,41,1,4.0,1.0,6,5,0,0,0,0,0,0,0,49.0,294,12.0,1,3,0,186
1161,Graduation,In Relationship,54450.0,0,454,0,171.0,8,19,32,12,9.0,2.0,8,8,0,0,0,0,0,0,0,58.0,676,31.0,2,4,0,814
1162,Graduation,In Relationship,59594.0,74,457,4,29.0,0,0,9,1,8.0,1.0,7,7,0,1,0,0,0,0,0,49.0,499,17.0,1,3,1,704
1163,Graduation,In Relationship,80685.0,55,241,45,604.0,34,26,54,1,6.0,4.0,10,2,0,0,0,0,0,0,0,20.0,970,21.0,0,2,0,782
1164,PhD,In Relationship,40344.0,48,210,0,6.0,0,0,2,2,4.0,1.0,5,7,0,0,0,0,0,0,0,40.0,218,12.0,1,3,0,372
1165,Graduation,In Relationship,62710.0,53,441,35,83.0,7,29,11,4,4.0,2.0,12,4,0,0,0,0,0,0,0,42.0,599,22.0,1,3,0,510
1166,2n Cycle,In Relationship,48985.0,13,19,13,18.0,10,7,8,1,1.0,1.0,3,3,0,0,0,0,0,0,0,46.0,65,6.0,1,3,0,566
1167,Graduation,In Relationship,35322.0,34,28,9,37.0,12,7,13,3,2.0,0.0,4,8,0,0,0,0,0,0,0,46.0,94,9.0,3,5,0,803
1168,Graduation,In Relationship,77142.0,54,476,75,162.0,29,151,97,1,4.0,4.0,8,2,0,0,0,0,0,0,0,66.0,961,17.0,0,2,0,503
1169,Graduation,Single,81657.0,69,364,40,425.0,158,60,50,1,3.0,4.0,8,1,0,0,0,0,0,0,0,45.0,939,16.0,0,1,0,250
1170,Basic,In Relationship,14421.0,81,0,0,2.0,3,3,8,1,1.0,0.0,2,5,1,0,0,0,0,0,0,18.0,13,4.0,0,2,1,212
1171,2n Cycle,In Relationship,20130.0,99,0,6,3.0,7,6,12,1,1.0,0.0,3,8,0,0,0,0,0,0,0,40.0,27,5.0,0,2,0,166
1172,PhD,In Relationship,74214.0,3,863,83,547.0,86,99,33,1,8.0,2.0,5,5,0,0,0,0,0,0,0,24.0,1625,16.0,0,2,0,830
1173,Master,In Relationship,66726.0,61,349,7,35.0,0,0,47,3,8.0,2.0,4,7,0,1,0,0,0,0,0,57.0,438,17.0,2,4,1,-55
1174,Basic,In Relationship,23724.0,65,5,23,15.0,0,18,14,2,2.0,0.0,3,8,0,0,0,0,0,0,0,35.0,75,7.0,1,3,0,428
1175,Master,In Relationship,47353.0,93,184,2,19.0,8,8,4,3,2.0,2.0,6,5,0,0,0,0,0,0,0,54.0,217,13.0,1,3,0,296
1176,Master,In Relationship,33444.0,24,8,0,8.0,0,0,2,1,1.0,0.0,2,8,0,0,0,0,0,0,0,62.0,18,4.0,2,4,0,977
1177,Graduation,In Relationship,54386.0,8,277,21,64.0,62,21,25,2,3.0,2.0,10,3,0,0,0,0,0,0,0,33.0,408,17.0,1,3,0,561
1178,Graduation,Single,28510.0,72,44,5,19.0,0,4,19,3,2.0,0.0,4,5,0,0,0,0,0,0,0,33.0,91,9.0,2,3,0,531
1179,Master,Single,90638.0,29,1156,120,915.0,94,144,96,1,3.0,4.0,10,1,0,0,1,0,0,0,0,23.0,2431,18.0,0,1,1,268
1180,Graduation,In Relationship,48070.0,33,373,14,83.0,6,9,19,3,8.0,2.0,6,7,0,0,0,0,0,1,0,64.0,498,19.0,1,3,0,660
1181,Graduation,In Relationship,43140.0,68,134,8,76.0,6,0,11,1,4.0,1.0,5,6,0,0,0,0,0,0,0,57.0,229,11.0,1,3,0,517
1182,PhD,Single,54959.0,55,1148,0,60.0,0,0,24,3,9.0,5.0,4,7,0,1,0,0,0,0,1,53.0,1232,21.0,1,2,2,632
1183,Basic,Single,15056.0,76,6,12,3.0,21,6,40,5,2.0,2.0,3,5,0,0,0,0,0,0,0,56.0,67,12.0,2,3,0,566
1184,Graduation,Single,26954.0,17,4,1,11.0,0,0,1,1,1.0,0.0,2,7,0,0,0,0,0,0,0,43.0,17,4.0,1,2,0,107
1185,Graduation,Single,22327.0,94,5,4,8.0,2,0,5,1,1.0,0.0,3,5,0,0,0,0,0,0,0,29.0,22,5.0,1,2,0,573
1186,Graduation,In Relationship,44393.0,86,24,2,20.0,2,2,10,2,1.0,0.0,4,4,0,0,0,0,0,0,0,49.0,58,7.0,2,4,0,386
1187,PhD,Single,62000.0,25,899,0,101.0,0,0,20,1,6.0,6.0,13,4,0,0,0,1,0,0,0,62.0,1020,26.0,1,2,1,444
1188,PhD,In Relationship,31497.0,22,108,1,28.0,13,1,4,2,3.0,1.0,4,8,0,0,0,0,0,0,0,52.0,142,10.0,1,3,0,886
1189,2n Cycle,In Relationship,45894.0,15,27,2,7.0,0,2,13,1,1.0,0.0,3,5,0,0,0,0,0,0,0,40.0,51,5.0,2,4,0,268
1190,Master,Single,78579.0,35,816,66,549.0,216,66,99,1,5.0,6.0,4,3,0,0,0,0,0,0,1,44.0,1596,16.0,0,1,1,680
1191,Master,Single,67369.0,81,1298,0,70.0,37,14,42,4,7.0,4.0,10,4,0,1,1,0,0,0,1,45.0,1424,25.0,1,2,3,669
1192,Graduation,Single,58401.0,55,10,0,11.0,17,29,29,1,1.0,2.0,2,4,0,0,0,0,0,0,0,54.0,79,6.0,1,2,0,176
1193,Graduation,Single,62307.0,94,87,13,34.0,10,6,10,1,4.0,0.0,4,5,0,0,0,0,0,0,0,62.0,150,9.0,1,2,0,199
1194,Master,In Relationship,43641.0,50,57,2,51.0,4,2,23,3,2.0,1.0,4,6,0,0,0,0,0,0,0,45.0,135,10.0,2,4,0,544
1195,Master,Single,63841.0,64,635,15,100.0,20,7,131,1,9.0,3.0,9,6,0,0,0,0,0,0,0,46.0,888,22.0,1,2,0,531
1196,2n Cycle,In Relationship,46891.0,91,43,12,23.0,29,15,61,1,2.0,1.0,4,4,0,0,0,0,0,0,0,49.0,154,8.0,1,3,0,606
1197,Master,In Relationship,70091.0,11,964,34,137.0,15,0,11,2,5.0,2.0,10,8,0,1,0,0,0,0,0,45.0,1146,19.0,1,3,1,605
1198,PhD,In Relationship,78075.0,72,572,8,259.0,34,35,80,1,3.0,5.0,5,1,0,0,0,0,0,0,0,42.0,954,14.0,0,2,0,145
1199,2n Cycle,Single,59184.0,6,341,142,113.0,259,151,66,3,6.0,6.0,12,5,0,0,0,0,0,0,0,53.0,813,27.0,1,2,0,813
1200,Graduation,In Relationship,54809.0,0,63,6,57.0,13,13,22,4,2.0,1.0,5,4,0,0,0,0,0,0,0,37.0,161,12.0,2,4,0,393
1201,Graduation,In Relationship,58113.0,66,221,104,169.0,102,78,84,3,9.0,2.0,8,7,0,0,0,0,0,1,0,55.0,656,22.0,1,3,0,615
1202,Master,In Relationship,51412.0,42,140,3,29.0,4,5,14,2,3.0,2.0,4,4,0,0,0,0,0,0,0,56.0,191,11.0,1,3,0,299
1203,Graduation,Single,15287.0,60,1,2,8.0,4,3,13,2,1.0,1.0,2,7,1,0,0,0,0,0,1,35.0,27,6.0,1,2,2,728
